Samples,RMS,StR
1,0.023239851,44.95281988434837
2,0.013900362,50.64390930969522
3,0.011312435,52.079031249703114
4,0.008475793,54.217263708662614
5,0.009375609,53.5889590492016
6,0.0043547163,58.013666914231536
7,0.00572286,56.17885840239402
8,0.0031413983,59.61621282658931
9,0.0053856466,56.5828149156875
10,0.0029821834,59.70039290603988
11,0.004127124,57.8509465191554
12,0.002304813,60.91144558302189
13,0.00383465,58.23882264800367
14,0.0018274201,62.24425338945096
15,0.0025796667,60.00656274089663
16,0.0019007096,61.64635630946481
17,0.0025935068,60.129535102378796
18,0.0014897827,62.944720177013565
19,0.0019847038,61.29491990856151
20,0.0015935361,62.46501093075643
21,0.001797302,61.93487390926927
22,0.001133701,64.11281411380948
23,0.0014864305,62.64685263078208
24,0.0014935881,62.66658443988888
25,0.0014335358,62.94267887619391
26,0.0009960595,64.7213840473179
27,0.0012433812,63.513370782310346
28,0.0012703282,63.32999686013946
29,0.0012461995,63.52058810924903
30,0.000914654,64.99536608475194
31,0.0010787421,64.15148881379353
32,0.0010651558,64.23816703052705
33,0.0010110177,64.43872405320981
34,0.00077543757,65.68788922741265
35,0.0009888978,64.4589214287751
36,0.0008440269,65.32699225681043
37,0.00088115776,65.06023690939381
38,0.0006404303,66.6210290330728
39,0.00089043006,64.8650867060269
40,0.0007153759,66.15958003791235
41,0.0007868015,65.51341206006425
42,0.00058301183,67.07768584222234
43,0.000818917,65.2139974730531
44,0.0006173808,66.8673761400448
45,0.00071417744,65.97879454383846
46,0.0005292865,67.42568977565182
47,0.00076215225,65.5224435970196
48,0.00054837804,67.40903245009798
49,0.000643509,66.3975766531263
50,0.0004963404,67.76937785278756
51,0.0006728091,66.0755090971642
52,0.0004756711,68.09780334860677
53,0.0005851481,66.82301831950457
54,0.000467245,67.9403033205537
55,0.00059052295,66.71263109910893
56,0.0004222295,68.61832560797625
57,0.00052689674,67.25415756132081
58,0.00044632106,68.11330554471576
59,0.0005256156,67.21297285175442
60,0.00037654812,69.07473436172927
61,0.0004901035,67.56925637469026
62,0.00040895763,68.45024137021201
63,0.0004852971,67.61055048739166
64,0.00035149683,69.39336272343498
65,0.00045284082,67.89518878459218
66,0.00038236694,68.75380395822391
67,0.0004427726,68.0051046741676
68,0.00032305412,69.74884854708692
69,0.00042642924,68.13125296104353
70,0.00033871792,69.28601868556065
71,0.00041256184,68.3357671515422
72,0.00029316382,70.14291419338127
73,0.00040533475,68.3711076631605
74,0.0003100968,69.76127887697612
75,0.00038157916,68.69809194324633
76,0.0002781667,70.37111668059043
77,0.00037695924,68.6488628593561
78,0.00027749556,70.25231876936581
79,0.0003552005,69.02603048681185
80,0.00025748502,70.61952298274998
81,0.0003575694,68.8782459068916
82,0.00025651,70.6330432297629
83,0.00033358918,69.29003054832707
84,0.0002472948,70.84966022727838
85,0.0003360772,69.13610621332941
86,0.00023903717,70.92741553257181
87,0.00031408618,69.55670765401172
88,0.00022977057,71.08627032463625
89,0.00031104914,69.47611656738961
90,0.00022127142,71.26680415293936
91,0.00029467768,69.79813933177967
92,0.00021964668,71.29197102010828
93,0.0002864648,69.84710595635086
94,0.0002092924,71.56815255377181
95,0.00027996287,70.02582909359582
96,0.00020888116,71.4910623863092
97,0.00027177762,70.10164337539562
98,0.00018977653,72.02337987681126
99,0.00026431182,70.26139661360544
100,0.00019615995,71.7131110736162
101,0.0002538981,70.37006373703508
102,0.00018209027,72.22706998473714
103,0.00024866074,70.509566551543
104,0.00018280151,72.0353185364502
105,0.00024336868,70.5682134220661
106,0.00016998943,72.47429933042322
107,0.00023815187,70.67915236307022
108,0.00016885647,72.38274008470623
109,0.00022564152,70.87569999793419
110,0.00016216484,72.70847610217949
111,0.00022481305,70.89819272438643
112,0.00015753457,72.69257600220166
113,0.00021487077,71.11248042232623
114,0.00015193397,72.97378616237961
115,0.00021582632,71.08873939811217
116,0.00014879911,72.98347145499086
117,0.00020295783,71.3587763575823
118,0.00014626069,73.1354922343637
119,0.00020379171,71.31802188697297
120,0.0001421992,73.1645840701171
121,0.0001933599,71.57943640190972
122,0.00013719636,73.38119260702148
123,0.00019385281,71.5301390150291
124,0.00013260622,73.44097210449789
125,0.00018557538,71.7511580071571
126,0.00013144218,73.53841131122823
127,0.0001801109,71.83459463906982
128,0.00012555368,73.68835471033164
129,0.00017566473,71.97928463009296
130,0.00012518406,73.71404459140462
131,0.00017285324,72.01314123688923
132,0.00011703418,73.9826899936187
133,0.00016766862,72.19333083023014
134,0.000118470976,73.9795851814549
135,0.00016477036,72.22021431657618
136,0.00011338846,74.150852981169
137,0.00016129196,72.35498800553307
138,0.00011111979,74.26021012755524
139,0.00015669757,72.44509454388012
140,0.00010722211,74.38155794988278
141,0.00015528176,72.51538453350564
142,0.00010529477,74.47383860893032
143,0.00014902999,72.6403921460716
144,0.00010082231,74.65879039298999
145,0.00014758868,72.71911010428211
146,9.892252e-05,74.73418294498944
147,0.00014243342,72.8313255044497
148,9.522238e-05,74.88285867721012
149,0.00014124147,72.8918743707795
150,9.218917e-05,75.03021568453984
151,0.00013552856,73.03692484817387
152,9.195804e-05,75.0411777893085
153,0.00013499672,73.07856335941489
154,8.858924e-05,75.18543107668849
155,0.00012983529,73.22988556682864
156,8.652105e-05,75.31709585982176
157,0.00013017206,73.24701725030133
158,8.4309e-05,75.38490317583263
159,0.00012536236,73.38250766398917
160,8.3444706e-05,75.48081470163805
161,0.00012288721,73.48221740295648
162,8.0507125e-05,75.57646011398178
163,0.000119809585,73.56265340087286
164,7.948891e-05,75.65568838160635
165,0.000117839285,73.6545774084151
166,7.565748e-05,75.81830628877267
167,0.00011461233,73.74975537702153
168,7.5633325e-05,75.86001126140167
169,0.00011236136,73.84900693191538
170,7.2730814e-05,75.96804919598769
171,0.0001093266,73.95043429137036
172,7.204105e-05,76.06533332641595
173,0.00010820769,74.00905961314845
174,6.951685e-05,76.16038120903976
175,0.00010560831,74.1070580989681
176,6.861066e-05,76.28540489275886
177,0.00010365502,74.19164008291565
178,6.703562e-05,76.32929280459285
179,0.000101558486,74.27354667459659
180,6.554432e-05,76.48465286552006
181,9.945646e-05,74.36782644918671
182,6.397129e-05,76.51137308493988
183,9.786148e-05,74.4318660928151
184,6.204954e-05,76.70912833539637
185,9.534637e-05,74.5306986127539
186,6.073083e-05,76.72726177353566
187,9.351959e-05,74.61468188568244
188,5.9407088e-05,76.86607394094365
189,9.137157e-05,74.70328553518182
190,5.7812253e-05,76.92477451280054
191,9.0146495e-05,74.76845956767727
192,5.681925e-05,77.05686247469238
193,8.849965e-05,74.83390722738062
194,5.5524706e-05,77.11212490145799
195,8.6625e-05,74.94190286846828
196,5.481075e-05,77.19824355385863
197,8.526151e-05,74.99280284070417
198,5.2990774e-05,77.31533137894112
199,8.374589e-05,75.08526533657415
200,5.2457297e-05,77.380798057144
201,8.2315724e-05,75.13489296342269
202,5.053722e-05,77.52309670871605
203,8.057811e-05,75.24948668733649
204,5.0283707e-05,77.54489204812732
205,7.905453e-05,75.29573046245117
206,4.7841273e-05,77.7521788712896
207,7.762277e-05,75.39715300039609
208,4.7889567e-05,77.7434843763433
209,7.632502e-05,75.4420202116077
210,4.5441368e-05,77.98965947983665
211,7.5151416e-05,75.53202907875874
212,4.5638615e-05,77.94634734949064
213,7.365105e-05,75.59247849515972
214,4.2882963e-05,78.24726318368363
215,7.284869e-05,75.66254785452918
216,4.3523996e-05,78.15575157707204
217,7.127041e-05,75.7332807536241
218,4.0550294e-05,78.52300212237776
219,7.072387e-05,75.78987912928713
220,4.1154093e-05,78.39823100002862
221,6.9034504e-05,75.87393398296106
222,3.8208993e-05,78.77974893501748
223,6.836012e-05,75.92849034489004
224,3.8547678e-05,78.67466657226522
225,6.660203e-05,76.01867708804141
226,3.608342e-05,79.05568617904974
227,6.641811e-05,76.04723404527964
228,3.611448e-05,78.97692855697046
229,6.43426e-05,76.17055534983568
230,3.430316e-05,79.2563233896347
231,6.4301224e-05,76.1869730516574
232,3.375611e-05,79.2652806969223
233,6.23379e-05,76.31021049005733
234,3.2222408e-05,79.548061570579
235,6.244622e-05,76.31057479710917
236,3.073264e-05,79.69459087518247
237,6.03888e-05,76.45109750746573
238,3.0229023e-05,79.79242987393192
239,6.0388007e-05,76.456377933072
240,2.8071148e-05,80.09826033387156
241,5.842737e-05,76.59338617891142
242,2.817507e-05,80.15288174893132
243,5.872962e-05,76.57075834117457
244,2.5602843e-05,80.5642013954226
245,5.6855988e-05,76.71555051417266
246,2.647096e-05,80.44179988425537
247,5.67591e-05,76.72359368328509
248,2.3040333e-05,81.08518785650972
249,5.534988e-05,76.83074045676395
250,2.5440748e-05,80.67156016783014
251,5.490717e-05,76.86813445775766
252,2.0549742e-05,81.78008010459496
253,5.3765387e-05,76.96130608247844
254,2.3214867e-05,81.01323646043227
255,5.3099793e-05,77.00831796606951
