Samples,RMS,StR
1,0.019467385,40.80794525008069
2,0.015225078,45.9603953568279
3,0.011978276,50.0336642203486
4,0.005849427,50.94606276742341
5,0.0076339967,48.82798521905279
6,0.003450949,54.14655255729108
7,0.00472069,52.95940661882585
8,0.0034283164,55.0188637081553
9,0.0032555468,54.723778841852855
10,0.0017920639,57.73408638562043
11,0.0024353312,55.633708038010155
12,0.0016034595,57.608170501148486
13,0.0017636566,57.00367794733074
14,0.0011512697,59.22950344206433
15,0.0016473667,57.45029996238748
16,0.0012637858,58.85577694060272
17,0.0013824456,58.193199715240205
18,0.0009131341,60.25256812342456
19,0.0011824045,58.78633693761272
20,0.00080358563,60.711229958490605
21,0.0010539816,59.31553594226338
22,0.00076890946,60.86941226703327
23,0.00095234095,59.73383592879437
24,0.0006569973,61.60065987226473
25,0.00087885855,60.104090860695216
26,0.00063106255,61.81157016927066
27,0.00081811677,60.42472474057389
28,0.0005829585,62.13716762859664
29,0.0007413279,60.82588396361353
30,0.0005156274,62.641090804165785
31,0.0006877107,61.146310734005965
32,0.00047487763,63.02428652073622
33,0.00063477934,61.489868846506695
34,0.00044564347,63.255582645797126
35,0.00059998804,61.72779650386399
36,0.00041652704,63.53601218211311
37,0.00055475254,62.06648231255235
38,0.00038058043,63.95591752421291
39,0.0005270075,62.30546055805172
40,0.00036902024,64.102584568097
41,0.00050068897,62.52955705760275
42,0.0003486227,64.33906183606518
43,0.0004683109,62.81219164660143
44,0.00031950072,64.70425161770783
45,0.0004446906,63.02817018655556
46,0.00031226675,64.800293294678
47,0.0004250255,63.236183960704764
48,0.00029322866,65.08911899572432
49,0.00040411865,63.44557656692114
50,0.00027752566,65.30583336319806
51,0.0003833561,63.66742236459071
52,0.00026330864,65.53947799690005
53,0.00036714177,63.85872552576962
54,0.00025250312,65.7161622871288
55,0.00035325755,64.03082109913638
56,0.00024267077,65.91584368704527
57,0.00033845616,64.22226549680994
58,0.0002313307,66.12004129524547
59,0.00032353922,64.40779352682888
60,0.00022047572,66.30795716410651
61,0.0003102584,64.58483570699235
62,0.00021208107,66.45639319704102
63,0.00029837736,64.75798950110915
64,0.0002017073,66.6842471060547
65,0.0002871547,64.91970478630242
66,0.00019385577,66.85186117019445
67,0.00027622975,65.0858622020088
68,0.00018832537,66.98037162315958
69,0.0002686068,65.21139513906321
70,0.00018120768,67.16854698346282
71,0.00025904202,65.37352576397397
72,0.00017522763,67.31387789279613
73,0.00025109653,65.5097570997641
74,0.00016957264,67.4474203933306
75,0.0002422505,65.6609049630757
76,0.00016142055,67.65579414337762
77,0.00023323794,65.82050210250007
78,0.0001564015,67.78666523770583
79,0.00022563378,65.96425070710447
80,0.00015150633,67.91917151174287
81,0.0002190988,66.09008902507182
82,0.00014537953,68.1015313987516
83,0.0002122128,66.22641072543799
84,0.00014148506,68.21028914973422
85,0.00020551145,66.3656890731703
86,0.00013662929,68.37607421396172
87,0.00020059275,66.4764077041836
88,0.00013455498,68.45460298563106
89,0.00019569493,66.58712477350467
90,0.00012973657,68.61394767617591
91,0.00018960958,66.71951650841946
92,0.00012552309,68.7511089788645
93,0.00018385665,66.85097910438559
94,0.00012193976,68.86525842522644
95,0.00017939648,66.95770407936149
96,0.00011805434,69.01268045006381
97,0.00017390893,67.08918074656509
98,0.00011432229,69.14574282941365
99,0.0001696344,67.19685803982314
100,0.000112050264,69.23017038250627
101,0.00016580777,67.29978671452344
102,0.00010892048,69.37561187930444
103,0.0001613138,67.42074202413725
104,0.0001058821,69.49416176727888
105,0.00015726073,67.52999554320596
106,0.000103409075,69.59477313002452
107,0.00015388973,67.62560856167465
108,0.000101251884,69.69043255337948
109,0.00015036506,67.72573991941144
110,9.8830904e-05,69.79862578346399
111,0.00014662133,67.83373881847523
112,9.557535e-05,69.94017954647597
113,0.00014295241,67.94295806653165
114,9.3438626e-05,70.0363002827106
115,0.00013988193,68.03744366177332
116,9.153653e-05,70.13369950120453
117,0.00013664976,68.14202013966765
118,8.892035e-05,70.27148941274892
119,0.0001339699,68.22996511684009
120,8.7606524e-05,70.3341665335937
121,0.00013125545,68.31929992091563
122,8.5346845e-05,70.45370464339409
123,0.00012774614,68.4355752439896
124,8.255474e-05,70.58684721781857
125,0.00012496895,68.52775982654113
126,8.123872e-05,70.65652773204127
127,0.00012270584,68.61082163220769
128,7.9765785e-05,70.74274649453174
129,0.00012019038,68.70235802962763
130,7.790204e-05,70.84878474223393
131,0.00011727263,68.8061325212344
132,7.614727e-05,70.95182011219552
133,0.000115241295,68.88652523025056
134,7.5037104e-05,71.02788022818764
135,0.00011322104,68.96549007931046
136,7.379014e-05,71.10030161840166
137,0.000110690635,69.06344264717289
138,7.165808e-05,71.23081883843456
139,0.0001084214,69.15226729320193
140,7.05218e-05,71.29817004138921
141,0.00010631492,69.2388353902209
142,6.8813846e-05,71.41243145401057
143,0.000104123894,69.32993684849697
144,6.761928e-05,71.48853033703004
145,0.0001024793,69.40049602748893
146,6.666632e-05,71.55425028026487
147,0.0001004228,69.49051444967863
148,6.517913e-05,71.6629435163204
149,9.855913e-05,69.57285763157414
150,6.41327e-05,71.73819792005264
151,9.683148e-05,69.65153127587156
152,6.316289e-05,71.80488763515251
153,9.514446e-05,69.72968015573984
154,6.184666e-05,71.9074512975372
