Samples,RMS,StR
217,7.549354e-05,75.3514640442675
218,4.1333213e-05,78.35703934554788
219,7.485324e-05,75.40967269296425
220,4.1887877e-05,78.24518034581921
221,7.3069445e-05,75.49619790325303
222,3.8935406e-05,78.61405415316887
223,7.229266e-05,75.55448382103978
224,3.9212075e-05,78.52724435115742
225,7.045505e-05,75.64545740540653
226,3.6739275e-05,78.8968506051794
227,7.010894e-05,75.68468512168945
228,3.670584e-05,78.8333081342237
229,6.798909e-05,75.80331961523389
230,3.4902085e-05,79.10291495223893
231,6.78057e-05,75.83069861393517
232,3.4296805e-05,79.12635518920777
233,6.577004e-05,75.9519383286135
234,3.2769396e-05,79.39729925140958
235,6.570995e-05,75.96737781563677
236,3.123304e-05,79.55057423747805
237,6.360867e-05,76.10228773166217
238,3.0701125e-05,79.65284870798386
239,6.3415e-05,76.12544012898765
240,2.8526925e-05,79.95504581582448
241,6.138961e-05,76.25997699415065
242,2.855353e-05,80.0269138694005
243,6.153514e-05,76.25373685783978
244,2.5960573e-05,80.43566031199894
245,5.960545e-05,76.39488353838924
246,2.6766858e-05,80.3293306733808
247,5.9361773e-05,76.417044470661
248,2.333501e-05,80.95968124571436
249,5.7863126e-05,76.5266307412569
250,2.5644027e-05,80.58209958569036
251,5.732254e-05,76.57149609678672
252,2.0749821e-05,81.67812394395023
253,5.6118344e-05,76.66556771622378
254,2.3311432e-05,80.95167311979209
255,5.536842e-05,76.71924972656213
