Progress,RMS,StR
0,0.00021944498,64.99722016230812
1,0.00021920586,64.96469975836105
2,0.00021822222,64.97354302015167
3,0.00021275005,65.1125293871525
4,0.00021400217,65.05393734038903
5,0.00022079347,64.88123585322684
6,0.00022212788,64.86430360770021
7,0.00022425497,64.80634706876377
8,0.00021999271,64.85934880435107
9,0.00022443855,64.7767089870344
10,0.0002225263,64.83709209150257
11,0.00022437253,64.77485357783638
12,0.00022199618,64.81034333845125
13,0.00022908581,64.66590127798332
14,0.00022769398,64.73272873106072
15,0.00022473268,64.7971412182011
16,0.00021745144,64.9494904700778
17,0.00021482469,65.05465443549328
18,0.00022443604,64.83969382829281
19,0.00022532816,64.87913583453229
20,0.00022186952,64.95283017923555
21,0.00022168456,64.9748525819521
22,0.0002095742,65.2617656820538
23,0.00021647109,65.11463263519589
24,0.00021753716,65.11330296113653
25,0.0002119176,65.25143693348558
26,0.00021950719,65.11776403690769
27,0.00021096261,65.37863974111451
28,0.00021248536,65.37737369488273
29,0.00020660383,65.57532773205446
30,0.00020593168,65.58017284701484
31,0.00020806941,65.51687223615552
32,0.00019993527,65.79647709668673
33,0.00019900811,65.81883996938758
34,0.0001985309,65.85526005245875
35,0.0001989131,65.91827838446048
36,0.00019756956,65.93834263422647
37,0.00019618332,66.07327879179837
38,0.00019749405,66.02982091315461
39,0.00019199273,66.20126693844854
40,0.00018501561,66.4188958922113
41,0.00018549287,66.45063125284491
42,0.0001840797,66.435208656483
43,0.00018589292,66.5148564778235
44,0.00018598668,66.57735489159303
45,0.00048268147,62.03546033320353
46,0.00024056934,65.09379901666227
47,0.00023164188,65.32834114831664
48,0.00023172847,65.41337715907065
49,0.00027363453,64.65440537951461
50,0.00024559992,65.42729256988991
51,0.00025442734,65.5904032299913
52,0.00025833954,65.79028346613575
53,0.00024248159,66.35554298885195
54,0.00024676987,66.55816981406956
55,0.00023306995,67.07745467992011
56,0.00022889227,67.41949387639563
57,0.00027335613,66.78497322650672
58,0.0002616037,67.11778765628442
