Resolution,name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
16,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10233820,0.187429,2883,3549,2297,210456,7966.663012
16,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,18997617,0.347935,2883,6589,3523,342861,11749.505394
16,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,216830453,3.971181,2883,75210,48754,7559780,163109.311092
16,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3319666,0.060799,2883,1151,886,38996,1001.861222
16,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,56415273,1.033228,2883,19568,11834,7205518,137634.009148
16,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,15140017,0.277285,2883,5251,3298,436438,12156.461431
16,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,13820334,0.253115,2883,4793,3351,101394,3528.702784
16,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,17654420,0.323335,2883,6123,4535,393077,10575.806698
16,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,27372129,0.501312,2883,9494,1269,221402,10703.320342
16,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,6620773,0.121257,2883,2296,1420,533546,12133.107136
16,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,6532113,0.119634,2883,2265,1716,63164,2195.233302
16,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,3036488,0.055612,2883,1053,502,49066,1248.566792
16,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,300053924,5.495393,2883,104076,9270,260460373,4850639.354541
32,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10329283,0.172172,2982,3463,2125,306947,10335.108282
32,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,19368460,0.322840,2982,6495,3585,355725,12041.288266
32,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,198213471,3.303886,2982,66469,49105,1494233,42249.717610
32,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,27314348,0.455284,2982,9159,1267,164386,8962.290934
32,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,45276134,0.754677,2982,15183,11740,434721,15002.215193
32,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,13540456,0.225697,2982,4540,3049,367298,9062.197069
32,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,13469173,0.224509,2982,4516,3285,54112,1365.975581
32,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,17977527,0.299655,2982,6028,4723,261011,6918.354317
32,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5758557,0.095985,2982,1931,1398,183153,5174.375256
32,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,7120779,0.118691,2982,2387,1767,256443,6440.927375
32,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3580020,0.059673,2982,1200,912,93873,1751.198960
32,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,3056095,0.050940,2982,1024,529,32427,910.468528
32,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,327354697,5.456454,2982,109776,10126,287373573,5262266.366522
48,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,9589049,0.161481,2531,3788,2149,398706,11926.494671
48,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,18630257,0.313735,2531,7360,3832,359113,12814.960869
48,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,189993716,3.199512,2531,75066,51254,3161535,96668.267321
48,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,24797364,0.417590,2531,9797,1290,138684,9800.701707
48,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,42735309,0.719667,2531,16884,11832,1114457,30258.495101
48,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,11903066,0.200449,2531,4702,2882,251239,7736.434954
48,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,12914763,0.217486,2531,5102,3675,198579,4994.029181
48,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,15598754,0.262685,2531,6163,4739,383966,8855.812572
48,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5223970,0.087972,2531,2063,1376,283193,7877.131431
48,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,5946091,0.100133,2531,2349,1759,195741,4340.749653
48,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2958051,0.049814,2531,1168,862,14355,359.794248
48,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2903134,0.048889,2531,1147,542,79050,1661.305673
48,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,276114586,4.649796,2531,109093,10012,238162431,4733705.292290
64,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,8618690,0.147309,1849,4661,2279,340641,15392.199129
64,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,15675398,0.267921,1849,8477,4300,301929,14443.194423
64,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,169464991,2.896461,1849,91652,51020,1947190,127386.429514
64,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,19056716,0.325713,1849,10306,1476,166662,10687.635185
64,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,37908958,0.647932,1849,20502,11842,911209,46303.380206
64,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,10767124,0.184029,1849,5823,3181,241847,12357.200828
64,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,10287954,0.175840,1849,5564,3581,599229,14414.017688
64,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,13850358,0.236727,1849,7490,4735,1083628,30306.833107
64,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3973439,0.067913,1849,2148,1451,191165,6757.158697
64,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,5465058,0.093408,1849,2955,1771,418604,14470.664503
64,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2544898,0.043497,1849,1376,865,380063,8853.847821
64,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2401645,0.041048,1849,1298,600,71554,2161.904746
64,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,305242531,5.217143,1849,165085,9927,276440510,6428502.342734
80,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7258898,0.125254,1797,4039,2368,277966,11657.919322
80,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,15987669,0.275872,1797,8896,4111,598699,20396.479162
80,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,174863401,3.017316,1797,97308,52850,3482820,165717.104409
80,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,19651131,0.339086,1797,10935,1405,333234,14850.020771
80,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,41111383,0.709388,1797,22877,12071,1814458,71435.319152
80,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,10022065,0.172933,1797,5577,3373,231353,9786.316081
80,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,11266086,0.194399,1797,6269,3710,1044855,25703.362377
80,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,13511267,0.233141,1797,7518,4809,548477,21861.803711
80,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4375180,0.075495,1797,2434,1464,276733,9739.083245
80,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4584090,0.079100,1797,2550,1749,239564,6926.063948
80,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2411338,0.041608,1797,1341,986,28952,993.129111
80,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2373127,0.040949,1797,1320,557,48290,1956.381015
80,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,296782217,5.121059,1797,165154,9978,264122292,6230200.443139
96,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7081738,0.116118,1760,4023,2398,226744,11607.422418
96,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,13924296,0.228314,1760,7911,4282,247050,12996.708478
96,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,140308224,2.300603,1760,79720,53433,1652968,68632.168762
96,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,17499472,0.286935,1760,9942,1429,125860,9068.586048
96,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,32588007,0.534338,1760,18515,12696,644968,30819.097048
96,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9599860,0.157407,1760,5454,3399,254627,10974.569240
96,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,10241699,0.167931,1760,5819,3916,435245,11734.948114
96,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,11359033,0.186252,1760,6453,4780,332343,11406.491117
96,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3930388,0.064446,1760,2233,1420,197413,7490.275637
96,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4306038,0.070605,1760,2446,1775,204913,5005.085055
96,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2314105,0.037944,1760,1314,873,167167,4056.675906
96,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2087264,0.034224,1760,1185,606,33025,1181.565090
96,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,307229284,5.037572,1760,174562,10698,276645658,6593892.080687
112,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7745640,0.130763,1592,4865,2418,338448,17028.719487
112,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,16200807,0.273504,1592,10176,4771,1036392,31472.724007
112,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,196354382,3.314875,1592,123338,56973,10046562,368672.449232
112,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,18590020,0.313839,1592,11677,1573,544950,20455.484626
112,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,44498374,0.751226,1592,27951,12770,1462853,87632.100156
112,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9878648,0.166772,1592,6205,3709,387724,16128.656788
112,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9852478,0.166331,1592,6188,3983,239327,8510.138877
112,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,15689217,0.264867,1592,9855,4949,860147,43342.835590
112,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3930016,0.066347,1592,2468,1463,218263,9532.158910
112,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4201260,0.070926,1592,2638,1745,193662,6091.133135
112,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2007473,0.033890,1592,1260,944,12705,593.193474
112,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2124097,0.035859,1592,1334,665,40324,1517.926198
112,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,302380320,5.104816,1592,189937,11083,272666361,6833302.093428
128,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7004879,0.118266,1690,4144,2476,427667,13947.546876
128,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,14220582,0.240092,1690,8414,4614,414280,15971.030269
128,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,139402522,2.353593,1690,82486,55762,2162310,82376.627230
128,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,17845587,0.301295,1690,10559,1437,252425,12769.166903
128,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,31699870,0.535203,1690,18757,13221,914229,32640.054668
128,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9401324,0.158727,1690,5562,3626,235618,9764.418030
128,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9649557,0.162918,1690,5709,4032,157249,4672.111789
128,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,11507591,0.194288,1690,6809,4875,402741,14041.617509
128,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3884448,0.065583,1690,2298,1423,190854,8170.706446
128,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4184468,0.070648,1690,2476,1808,188573,4903.143786
128,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2513086,0.042430,1690,1487,946,247142,6659.520679
128,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2076005,0.035050,1690,1228,639,32099,1214.082048
128,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,266243926,4.495111,1690,157540,11674,236401367,5750090.587945
144,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6576460,0.109803,1599,4112,2360,248711,11452.643557
144,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,13299060,0.222046,1599,8317,4222,295879,14749.417083
144,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,129871809,2.168389,1599,81220,55689,2129384,79707.396978
144,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,16349780,0.272982,1599,10225,1470,121701,9729.518399
144,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,29387582,0.490666,1599,18378,12442,622304,26313.822876
144,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,8908189,0.148734,1599,5571,3370,343150,12732.210613
144,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,8824641,0.147340,1599,5518,3986,41523,2005.381989
144,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,10683524,0.178376,1599,6681,4705,298486,10746.869680
144,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3816195,0.063717,1599,2386,1442,303832,9960.933442
144,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3846602,0.064224,1599,2405,1751,200936,5042.211783
144,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2085082,0.034813,1599,1303,934,10599,433.740480
144,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2046464,0.034169,1599,1279,599,86695,2684.309165
144,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,268227119,4.478421,1599,167746,11731,239061403,5977952.796121
160,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6310744,0.105373,1578,3999,2344,266095,12551.229947
160,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,13734144,0.229325,1578,8703,4764,342236,17283.059115
160,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,128480474,2.145299,1578,81419,55941,3960019,114630.619912
160,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,16025365,0.267583,1578,10155,1572,130080,9803.896412
160,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,29143906,0.486629,1578,18468,12599,703286,25811.783092
160,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,8567623,0.143058,1578,5429,3417,259132,10821.087703
160,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9075400,0.151536,1578,5751,4029,65775,2691.217979
160,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,10104586,0.168721,1578,6403,4558,397378,11272.205277
160,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4213721,0.070358,1578,2670,1427,461235,14050.848419
160,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3763919,0.062848,1578,2385,1784,197051,5214.243175
160,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1987501,0.033186,1578,1259,821,32941,956.583514
160,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2223382,0.037125,1578,1408,607,111865,4420.554228
160,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,267169056,4.461047,1578,169308,11280,238385542,6000585.708912
176,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6037330,0.100745,1518,3977,2427,242102,10241.268112
176,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,13102776,0.218647,1518,8631,4560,536245,19993.979442
176,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,121534714,2.028060,1518,80062,56500,1928897,73771.593952
176,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,15914383,0.265565,1518,10483,1579,218473,11344.549209
176,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,28226891,0.471024,1518,18594,13114,600029,23691.015680
176,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,8976404,0.149790,1518,5913,3591,272045,12584.936336
176,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,8828932,0.147329,1518,5816,3934,140630,5476.350990
176,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,10025946,0.167304,1518,6604,4495,458285,13569.211319
176,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3538640,0.059050,1518,2331,1452,223932,8661.521670
176,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3892977,0.064962,1518,2564,1729,200870,6859.603385
176,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1880033,0.031372,1518,1238,876,11184,451.542924
176,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,1786231,0.029807,1518,1176,606,21722,1214.511814
176,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,263011550,4.388895,1518,173261,11684,235829705,6052435.118496
192,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6716972,0.114255,1438,4671,2633,257826,13849.341230
192,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,12880397,0.219093,1438,8957,4719,295994,16131.570728
192,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,123207145,2.095733,1438,85679,59876,1605152,79399.715518
192,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,14812951,0.251966,1438,10301,1441,167214,9213.763453
192,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,28669716,0.487667,1438,19937,13426,626248,31995.112342
192,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,8565179,0.145692,1438,5956,3988,255744,11148.122235
192,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,8267604,0.140631,1438,5749,4109,94487,3601.915871
192,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,9588235,0.163094,1438,6667,4722,215425,9423.242219
192,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3790302,0.064472,1438,2635,1471,447422,14124.401291
192,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3569251,0.060712,1438,2482,1790,190771,5472.866536
192,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1915445,0.032581,1438,1332,901,95771,2715.741892
192,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,1822462,0.031000,1438,1267,651,58784,1836.842968
192,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,261486722,4.447846,1438,181840,12472,236226999,6228997.224200
208,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6352338,0.108419,1351,4701,2664,256422,14177.308172
208,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,12229629,0.208731,1351,9052,4654,274828,15257.699325
208,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,113300456,1.933771,1351,83864,59589,1756587,77264.516247
208,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,13870532,0.236737,1351,10266,1496,106998,8753.525148
208,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,25728992,0.439133,1351,19044,13351,710688,25822.329710
208,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,7757441,0.132401,1351,5741,3827,297167,12022.457854
208,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,8248439,0.140781,1351,6105,4160,39694,2915.311480
208,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,9308574,0.158875,1351,6890,4793,413510,14412.825379
208,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3331156,0.056855,1351,2465,1487,191342,8314.713551
208,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3658450,0.062441,1351,2707,1835,247208,8767.888054
208,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1768406,0.030183,1351,1308,903,47068,1388.691533
208,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,1851425,0.031599,1351,1370,672,85199,2649.893795
208,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,276280195,4.715450,1351,204500,12769,252155158,6859769.989724
