Resolution,name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
1200,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2094712,0.037339,73,28694,15282,362325,53003.760283
1200,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,722476,0.012878,73,9896,4314,271738,31349.728059
1200,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,447803,0.007982,73,6134,5078,14045,1292.270552
1200,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,1094417,0.019508,73,14992,5003,230597,42696.273430
1200,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,641738,0.011439,73,8790,1539,344769,42154.257032
1200,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,811280,0.014461,73,11113,1965,225804,42502.750701
1200,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,92366,0.001646,73,1265,1037,2885,274.893540
1200,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,85166,0.001518,73,1166,755,1669,160.103439
1200,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,268465650,4.785519,73,3677611,14291,267184132,31269457.389844
1216,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,342033,0.006089,70,4886,3162,30761,4359.804837
1216,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1313285,0.023380,70,18761,7059,193615,28552.994907
1216,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,9163344,0.163131,70,130904,70631,1642494,203161.208143
1216,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,785885,0.013991,70,11226,1814,40101,9738.595297
1216,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2235812,0.039803,70,31940,14911,475793,67139.843967
1216,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1021868,0.018192,70,14598,4588,332181,49746.004344
1216,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,425189,0.007569,70,6074,5112,12814,1253.613230
1216,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,825469,0.014695,70,11792,5133,210969,32733.833871
1216,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,522433,0.009301,70,7463,1550,208557,28626.357861
1216,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,554832,0.009877,70,7926,1930,207391,32728.187106
1216,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,90916,0.001619,70,1298,1067,2247,181.558231
1216,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,80070,0.001425,70,1143,777,1733,173.792730
1216,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,292890670,5.214204,70,4184152,13460,291645071,34856098.468629
1232,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,323268,0.006002,67,4824,3130,55797,6372.410521
1232,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1157870,0.021497,67,17281,6860,197771,26544.338083
1232,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,8819433,0.163738,67,131633,68557,1611444,204342.299666
1232,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,690403,0.012818,67,10304,1809,29428,8329.452424
1232,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2178478,0.040445,67,32514,14863,467042,68094.222644
1232,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1000465,0.018574,67,14932,4362,323366,49926.363639
1232,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,411615,0.007642,67,6143,5077,15126,1758.284382
1232,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,867353,0.016103,67,12945,4887,211399,34967.926535
1232,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,507727,0.009426,67,7578,1529,211675,29595.442900
1232,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,562547,0.010444,67,8396,1855,207593,34681.662442
1232,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,89166,0.001655,67,1330,1059,7522,794.451478
1232,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,82512,0.001532,67,1231,894,1891,193.845338
1232,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,275944893,5.123071,67,4118580,13567,274830290,33573801.074664
1248,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,350481,0.006229,65,5392,3350,40954,5653.350521
1248,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1317274,0.023410,65,20265,7694,252395,37860.898987
1248,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,9062899,0.161062,65,139429,70228,1687744,217131.481431
1248,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,860573,0.015294,65,13239,2037,91193,15403.265658
1248,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2299752,0.040870,65,35380,15084,456722,72083.754425
1248,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,983271,0.017474,65,15127,4486,303036,50407.434312
1248,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,394502,0.007011,65,6069,5282,11268,1178.484521
1248,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,803360,0.014277,65,12359,5222,200909,32891.541580
1248,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,667084,0.011855,65,10262,1495,222178,36610.156744
1248,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,538739,0.009574,65,8288,1949,193430,32527.616737
1248,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,96034,0.001707,65,1477,1128,6896,823.160459
1248,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,80079,0.001423,65,1231,780,1614,169.714466
1248,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,267382700,4.751799,65,4113580,13899,266339027,33033267.852766
1264,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,264785,0.004704,57,4645,3182,12630,1606.289969
1264,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,2424295,0.043069,57,42531,7740,1202240,161506.993149
1264,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,9596356,0.170484,57,168357,68986,1448294,249462.654005
1264,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,574180,0.010201,57,10073,1781,20211,7894.305865
1264,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,1935579,0.034386,57,33957,15214,354887,57118.856160
1264,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,766014,0.013609,57,13438,4271,309493,41836.476014
1264,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,392523,0.006973,57,6886,5164,38020,4458.845544
1264,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,841577,0.014951,57,14764,5272,243972,40598.747121
1264,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,555696,0.009872,57,9749,1552,226967,33676.964677
1264,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,576452,0.010241,57,10113,1988,239169,40374.391721
1264,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,105280,0.001870,57,1847,1180,26443,3325.588984
1264,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,70943,0.001260,57,1244,831,2972,283.810582
1264,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,268767970,4.774786,57,4715227,14276,267854910,35476089.955192
1280,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,268920,0.004799,58,4636,3159,17981,2288.330403
1280,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1218176,0.021739,58,21003,7110,307283,41999.751873
1280,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,8618434,0.153798,58,148593,67770,1535737,218425.568830
1280,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,589963,0.010528,58,10171,1957,24928,8017.721596
1280,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,1953894,0.034868,58,33687,15326,402664,66078.810828
1280,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,870921,0.015542,58,15015,4722,259185,45027.784474
1280,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,351461,0.006272,58,6059,5026,11745,1311.964183
1280,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,1066262,0.019028,58,18383,5009,484484,67092.237509
1280,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,512933,0.009153,58,8843,1557,213087,33132.281704
1280,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,811248,0.014477,58,13987,1875,480213,67018.455958
1280,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,102462,0.001828,58,1766,1142,24365,3035.109293
1280,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,67316,0.001201,58,1160,804,1485,135.934066
1280,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,270175301,4.821336,58,4658194,13321,269200390,35345497.477421
1296,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,291985,0.005197,58,5034,3051,49837,6058.521800
1296,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1759544,0.031316,58,30336,7505,782277,102479.111706
1296,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,9757953,0.173670,58,168240,70270,2366709,318808.252773
1296,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,699924,0.012457,58,12067,2002,131020,17660.369191
1296,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2432132,0.043287,58,41933,15430,532106,90043.430008
1296,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1094742,0.019484,58,18874,4497,351414,58509.393750
1296,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,459797,0.008183,58,7927,5220,101716,12617.779248
1296,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,912870,0.016247,58,15739,4900,224004,41674.160227
1296,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,558233,0.009935,58,9624,1540,232717,36549.201824
1296,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,673318,0.011984,58,11608,1832,220027,41612.363883
1296,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,79710,0.001419,58,1374,1100,4982,516.427947
1296,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,71956,0.001281,58,1240,842,2267,235.416764
1296,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,269878754,4.803241,58,4653081,14823,268880385,35303425.837742
1312,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,234739,0.004178,53,4429,3264,13085,1710.899550
1312,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1118857,0.019912,53,21110,7506,309297,43430.267815
1312,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,9110213,0.162136,53,171890,70589,1769930,305658.504153
1312,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,527768,0.009393,53,9957,1904,20217,7787.348303
1312,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2818428,0.050160,53,53177,14623,671161,124045.383267
1312,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,758037,0.013491,53,14302,3931,243145,44022.422383
1312,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,317397,0.005649,53,5988,4962,12006,1300.800264
1312,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,769975,0.013703,53,14527,5003,248611,42532.965625
1312,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,907079,0.016143,53,17114,1558,500896,75252.498891
1312,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,335768,0.005976,53,6335,1852,198705,26981.744731
1312,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,67627,0.001204,53,1275,1069,2017,227.569770
1312,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,65076,0.001158,53,1227,770,2917,289.160024
1312,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,267658895,4.763571,53,5050167,14243,266798643,36645339.714108
1328,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1036286,0.018468,54,19190,4166,311278,58476.268214
1328,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,385822,0.006876,54,7144,3124,164985,21914.516702
1328,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,341077,0.006079,54,6316,5058,14005,1785.989039
1328,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,70148,0.001250,54,1299,1039,4209,443.047338
1328,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,8574649,0.152814,54,158789,70131,2078530,293700.537410
1328,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,890664,0.015873,54,16493,5167,467956,63325.090273
1328,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,547878,0.009764,54,10145,1975,23661,7826.266757
1328,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2285456,0.040730,54,42323,14191,654509,100453.155252
1328,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,702099,0.012513,54,13001,1526,324549,53775.175028
1328,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1146631,0.020435,54,21233,7470,302874,41893.534118
1328,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,607640,0.010829,54,11252,1887,463375,62735.692644
1328,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,62147,0.001108,54,1150,730,2067,183.893581
1328,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,272948738,4.864382,54,5054606,13481,272064429,37021008.990356
1344,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,217602,0.003876,51,4266,3126,11156,1228.959365
1344,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1258081,0.022407,51,24668,7420,311642,45730.762459
1344,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,8741425,0.155686,51,171400,70844,2318368,330897.149633
1344,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,560786,0.009988,51,10995,2013,66585,11062.584205
1344,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2733155,0.048678,51,53591,15046,718278,129716.641223
1344,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1021645,0.018196,51,20032,4657,474386,72740.107497
1344,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,752085,0.013395,51,14746,5234,428392,59116.959649
1344,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,633894,0.011290,51,12429,5259,221448,32640.921674
1344,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,742867,0.013231,51,14566,1541,326974,57477.442494
1344,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,425079,0.007571,51,8334,1895,217401,32376.572275
1344,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,69953,0.001246,51,1371,1096,3217,393.493329
1344,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,57101,0.001017,51,1119,704,1465,155.261070
1344,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,266925466,4.753970,51,5233832,15337,266034759,37249823.745884
1360,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,245963,0.004379,52,4730,3146,13104,2053.618752
1360,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,997215,0.017752,52,19177,7349,181835,27725.291301
1360,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,8529315,0.151839,52,164025,70657,2330261,322851.875266
1360,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,67994,0.001210,52,1307,1002,2851,324.876990
1360,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2674040,0.047603,52,51423,15429,836924,132146.038698
1360,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1249382,0.022242,52,24026,4498,349679,74353.908414
1360,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,338175,0.006020,52,6503,5332,12916,1720.699521
1360,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,544871,0.009700,52,10478,4861,206423,27864.574832
1360,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,542266,0.009653,52,10428,1805,32688,8589.151276
1360,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,878966,0.015647,52,16903,1547,468386,72487.415309
1360,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,335346,0.005970,52,6448,1889,202540,27766.761324
1360,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,60926,0.001085,52,1171,796,1920,221.491468
1360,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,267823491,4.767802,52,5150451,13896,266983868,37021718.012057
1376,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,546096,0.009758,46,11871,1531,237653,40597.762970
1376,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1124344,0.020091,46,24442,7789,401512,58724.541040
1376,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,7478432,0.133630,46,162574,68828,1874159,278398.354845
1376,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,507999,0.009077,46,11043,5146,193189,27725.787861
1376,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,199722,0.003569,46,4341,3464,7227,965.640191
1376,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2191279,0.039155,46,47636,15082,599200,104133.974411
1376,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,1138179,0.020338,46,24743,4559,430200,76843.265496
1376,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,313289,0.005598,46,6810,1877,189198,27533.977659
1376,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,329782,0.005893,46,7169,5426,17436,2910.514838
1376,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,63705,0.001138,46,1384,1072,2082,219.497760
1376,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,538706,0.009626,46,11711,1978,90594,14130.926800
1376,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,53126,0.000949,46,1154,678,1908,199.054431
1376,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,263058083,4.700523,46,5718653,14491,262247705,38663659.805437
1392,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,483631,0.008704,45,10747,1550,245401,39134.411190
1392,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,7965284,0.143349,45,177006,71090,1891400,292155.512670
1392,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,749207,0.013483,45,16649,4825,244020,48611.410368
1392,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,1728470,0.031107,45,38410,15518,266767,63837.583310
1392,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,422827,0.007609,45,9396,1921,310647,45944.193520
1392,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,602041,0.010835,45,13378,4987,314983,46032.357041
1392,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,59948,0.001079,45,1332,1078,1992,204.268206
1392,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1238698,0.022292,45,27526,7159,337267,53938.270138
1392,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,206201,0.003711,45,4582,3337,19911,2489.682843
1392,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,322690,0.005807,45,7170,5328,25020,3269.204400
1392,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,69150,0.001244,45,1536,731,7998,1236.371781
1392,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,461689,0.008309,45,10259,1909,39325,8749.622098
1392,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,262659487,4.727002,45,5836877,15456,261696167,39008109.999208
1408,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,174941,0.003144,40,4373,2820,8680,1422.107005
1408,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,1064086,0.019125,40,26602,7511,319000,51685.374405
1408,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,7386316,0.132756,40,184657,70810,1897828,307674.840550
1408,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,849207,0.015263,40,21230,1967,458019,71260.776326
1408,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,2455991,0.044142,40,61399,15515,711173,138370.524923
