Resolution,name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
16,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10692379,0.192725,2994,3571,2199,247612,9316.150082
16,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,23071138,0.415846,2994,7705,3776,2632540,50439.792190
16,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,234023292,4.218155,2994,78164,48622,7453806,180924.276898
16,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,27413891,0.494122,2994,9156,1236,110734,8139.668632
16,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,56773968,1.023323,2994,18962,11729,6925383,129745.866711
16,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,14626158,0.263629,2994,4885,3005,325058,10316.785284
16,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,15036149,0.271019,2994,5022,3572,316978,7619.892055
16,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,19088985,0.344070,2994,6375,4509,704072,16031.265497
16,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,6334876,0.114183,2994,2115,1439,201375,6152.664450
16,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,7215838,0.130062,2994,2410,1661,294771,7143.246814
16,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3613269,0.065127,2994,1206,850,227926,4222.864619
16,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,3207439,0.057813,2994,1071,516,50923,1287.723333
16,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,331350265,5.972426,2994,110671,9839,286226812,5230728.295023
32,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,7393505,0.130804,2832,2610,1429,892850,19167.721262
32,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,220893703,3.907992,2832,77999,50142,1777521,67455.588586
32,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,14002943,0.247736,2832,4944,3043,236845,7843.596631
32,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,48930960,0.865673,2832,17277,12077,933051,27143.046637
32,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,7159611,0.126666,2832,2528,1782,195965,5714.581846
32,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,18436364,0.326171,2832,6510,4579,372817,9696.264535
32,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3562473,0.063026,2832,1257,856,90831,2425.169537
32,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,20974493,0.371075,2832,7406,3826,337755,13111.411920
32,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10420926,0.184364,2832,3679,2150,229360,9932.626589
32,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,15038487,0.266057,2832,5310,3666,145550,5445.497247
32,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,3362817,0.059494,2832,1187,575,30570,1215.588462
32,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,27428559,0.485259,2832,9685,1382,249027,10148.660765
32,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,309594641,5.477265,2832,109320,9630,265979571,4997783.292323
48,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10710947,0.189119,2822,3795,2266,228111,9795.349810
48,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,19440797,0.343259,2822,6889,3612,272689,10828.544034
48,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,203793941,3.598311,2822,72216,49389,1666447,46528.894404
48,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,27656802,0.488326,2822,9800,1418,211024,11069.410861
48,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,45531642,0.803935,2822,16134,11942,535367,15843.303866
48,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,14023023,0.247599,2822,4969,2847,343367,10219.718353
48,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,14323687,0.252908,2822,5075,3636,180700,5185.002875
48,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,17627785,0.311247,2822,6246,4566,204287,6663.176986
48,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5887297,0.103950,2822,2086,1411,186416,6532.132711
48,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,6938756,0.122515,2822,2458,1765,200004,5570.229928
48,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3373755,0.059569,2822,1195,927,21154,584.764610
48,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2997305,0.052922,2822,1062,593,8791,390.697413
48,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,310059880,5.474608,2822,109872,9981,270465164,5091087.930055
64,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5468824,0.097676,2587,2113,1415,239266,6845.224378
64,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,198610576,3.547304,2587,76772,50188,3936269,101949.566213
64,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,13203501,0.235822,2587,5103,3119,227209,8641.979640
64,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,43878970,0.783705,2587,16961,12268,648179,21028.296189
64,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,6298330,0.112492,2587,2434,1781,198983,4685.240721
64,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,16672702,0.297784,2587,6444,4746,399600,10085.814658
64,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3343116,0.059710,2587,1292,877,158490,3291.095298
64,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,19449352,0.347377,2587,7518,3929,374016,15336.583402
64,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10522173,0.187932,2587,4067,2255,316483,12033.217911
64,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,13698299,0.244660,2587,5295,3747,182693,5722.511788
64,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2797848,0.049971,2587,1081,570,39108,1116.998845
64,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,25589454,0.457043,2587,9891,1344,205005,10112.794936
64,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,305236457,5.451706,2587,117988,10246,266739407,5244031.100251
80,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,10169998,0.178106,2510,4051,2309,674292,16687.502706
80,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,19251510,0.337149,2510,7669,4179,284305,12464.031295
80,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,192735160,3.375346,2510,76786,50856,2078186,70109.145251
80,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,25071202,0.439069,2510,9988,1352,181606,10009.905834
80,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,44353719,0.776761,2510,17670,12363,691629,27705.078862
80,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,13267466,0.232351,2510,5285,3388,343016,11498.631840
80,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,12879470,0.225556,2510,5131,3636,119633,3787.798835
80,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,15895764,0.278380,2510,6332,4642,391222,11155.833787
80,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5419479,0.094911,2510,2159,1445,206311,6807.184548
80,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,5997479,0.105033,2510,2389,1793,270707,6608.855522
80,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2976500,0.052127,2510,1185,865,9586,358.452848
80,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2919527,0.051129,2510,1163,584,40690,1432.066549
80,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,306087260,5.360467,2510,121947,10435,269064218,5370263.266863
96,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,9630862,0.170312,2420,3979,2334,328684,11865.718062
96,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,17552964,0.310407,2420,7253,4228,303869,11633.795883
96,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,191975156,3.394892,2420,79328,51859,1869374,95311.077510
96,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,25157551,0.444887,2420,10395,1487,493956,14492.719319
96,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,45437078,0.803510,2420,18775,12639,907595,37231.555369
96,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,13649021,0.241370,2420,5640,3594,304987,11137.564615
96,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,12449835,0.220163,2420,5144,3742,94660,3640.872265
96,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,16709712,0.295495,2420,6904,4861,463509,17482.921349
96,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5517571,0.097573,2420,2279,1456,547783,12532.170472
96,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,5809583,0.102737,2420,2400,1746,189645,5462.606011
96,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3095647,0.054743,2420,1279,948,39566,864.841927
96,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,3160912,0.055898,2420,1306,684,24425,797.942118
96,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,305864474,5.408913,2420,126390,10017,271223937,5513122.400136
112,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,9378718,0.166891,2356,3980,2324,365275,11334.282979
112,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,18219076,0.324203,2356,7733,4339,424370,14126.032581
112,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,179328282,3.191092,2356,76115,54261,1691144,55221.522054
112,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,23657720,0.420982,2356,10041,1436,175490,10029.882611
112,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,39802550,0.708274,2356,16894,12460,521717,18028.302948
112,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,12936998,0.230210,2356,5491,3596,346746,12694.746723
112,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,11818656,0.210309,2356,5016,3800,107900,3202.836933
112,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,14975187,0.266479,2356,6356,4770,201213,7010.388974
112,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,5412265,0.096310,2356,2297,1438,202460,7697.142476
112,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,5646905,0.100485,2356,2396,1757,196025,5725.713138
112,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,3108215,0.055310,2356,1319,936,91673,2884.142285
112,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2851462,0.050741,2356,1210,686,26922,812.935630
112,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,302320809,5.379707,2356,128319,10583,267436279,5509457.539234
128,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7357692,0.131842,1861,3953,2398,217544,10700.979639
128,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,15216444,0.272662,1861,8176,4478,437461,16483.258300
128,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,147860430,2.649492,1861,79452,55873,1618862,61653.436555
128,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,19516863,0.349720,1861,10487,1334,243229,12175.868551
128,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,32519462,0.582712,1861,17474,12564,467574,20944.439441
128,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9929811,0.177931,1861,5335,3578,271750,10056.606307
128,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,10414660,0.186619,1861,5596,3981,418679,11265.124094
128,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,11910534,0.213423,1861,6400,4971,194988,6390.548626
128,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4018859,0.072013,1861,2159,1504,224758,7384.846877
128,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4611773,0.082638,1861,2478,1912,190564,4742.619633
128,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2460064,0.044082,1861,1321,940,73952,1864.086689
128,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2394016,0.042898,1861,1286,632,234847,5743.869121
128,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,354321151,6.349036,1861,190392,11550,325749470,7550754.280886
144,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2350477,0.041759,1968,1194,862,18148,579.033711
144,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,15800589,0.280718,1968,8028,4531,889188,22423.813162
144,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,153004919,2.718333,1968,77746,53774,2474225,76674.827899
144,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4895183,0.086969,1968,2487,1788,215620,6544.616399
144,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,34092351,0.605695,1968,17323,12581,593931,20301.272654
144,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,10856521,0.192880,1968,5516,3846,185097,6203.344794
144,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,19982728,0.355019,1968,10153,1467,138475,9710.449906
144,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,10470224,0.186017,1968,5320,3322,244750,9418.060023
144,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,12242532,0.217505,1968,6220,4641,219709,6713.648693
144,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7838956,0.139269,1968,3983,2276,240814,12085.262782
144,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4115666,0.073120,1968,2091,1415,185025,6727.272197
144,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2379514,0.042275,1968,1209,641,55615,1709.258413
144,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,316619096,5.625154,1968,160883,10903,285896777,6444273.653425
160,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4587456,0.081213,1837,2497,1747,297194,7923.908657
160,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,143129576,2.533873,1837,77914,54263,2286583,67526.275074
160,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,7180651,0.127122,1837,3908,2363,209368,10010.903538
160,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,14678620,0.259861,1837,7990,3921,407971,15026.970618
160,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,30504085,0.540024,1837,16605,12413,280660,14842.447960
160,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9257844,0.163895,1837,5039,3317,266236,10147.668686
160,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4120144,0.072940,1837,2242,1445,198331,8213.975038
160,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9644964,0.170748,1837,5250,3984,35759,1589.057999
160,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2312123,0.040932,1837,1258,963,9578,324.301793
160,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,18833534,0.333417,1837,10252,1582,271629,11139.615883
160,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,11962373,0.211774,1837,6511,4795,302290,10538.105721
160,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2229018,0.039461,1837,1213,610,11851,579.351364
160,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,299583210,5.303625,1837,163082,11710,270321896,6306731.757185
176,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3778670,0.067615,1732,2181,1427,197929,7590.761667
176,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,138865456,2.484832,1732,80176,56227,1747217,64166.700992
176,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9340482,0.167137,1732,5392,3509,335041,12802.054886
176,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,30372258,0.543475,1732,17535,12873,588736,23054.594911
176,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4472308,0.080027,1732,2582,1858,246631,7799.682388
176,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,11594807,0.207475,1732,6694,4905,270857,9501.152652
176,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,2367623,0.042366,1732,1366,956,115972,3361.230553
176,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,14689407,0.262849,1732,8481,4399,519251,18057.743018
176,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6947815,0.124323,1732,4011,2371,221135,9502.347379
176,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9527985,0.170492,1732,5501,4141,174166,5037.859683
176,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2383621,0.042652,1732,1376,679,98371,3544.613673
176,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,17908857,0.320458,1732,10339,1546,106384,9688.032007
176,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,298040601,5.333082,1732,172078,12489,270091113,6489490.128540
192,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,4009572,0.070834,1665,2408,1426,482670,14501.789857
192,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,132350447,2.338149,1665,79489,57234,1662375,63387.181234
192,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,8918521,0.157558,1665,5356,3721,256478,10389.455332
192,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,29609877,0.523098,1665,17783,12721,1246671,36029.031766
192,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,4083481,0.072140,1665,2452,1780,248818,7795.594229
192,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,10372021,0.183236,1665,6229,4757,252488,8176.108000
192,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1933548,0.034159,1665,1161,897,12914,483.869419
192,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,14126909,0.249571,1665,8484,4804,322577,15217.607836
192,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6656825,0.117602,1665,3998,2480,229265,9529.591907
192,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,9675132,0.170924,1665,5810,3856,1047799,25710.968553
192,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,2122511,0.037497,1665,1274,679,42276,1546.744760
192,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,17601748,0.310959,1665,10571,1575,297229,11513.297796
192,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,292025644,5.159027,1665,175390,11922,266355375,6527235.744271
208,RenderMirror,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,457,6788826,0.120297,1595,4256,2403,215758,12192.293317
208,RenderBegin,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,358,14407455,0.255299,1595,9032,4476,335509,17443.899479
208,RenderFrame,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,146,131379690,2.328035,1595,82369,56732,1848632,71777.499303
208,tracy::D3D11Ctx::Collect,C:/Users/Adam/source/repos/uni/CMP400-Project/externals/tracy/public\tracy/TracyD3D11.hpp,177,17148642,0.303872,1595,10751,1653,282377,13766.079779
208,RenderScene,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,374,29316806,0.519491,1595,18380,13168,716325,33983.083729
208,ExponentialShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,381,9468154,0.167775,1595,5936,3619,696431,22741.713940
208,BeerShadowMap,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,391,8619954,0.152745,1595,5404,4088,89909,3477.149981
208,RenderOverlay,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,424,10317501,0.182825,1595,6468,4927,405701,11661.577568
208,GBufferPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,405,3972776,0.070397,1595,2490,1424,503098,14834.306633
208,VolumeMarch,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,441,3900132,0.069110,1595,2445,1819,217388,5602.016279
208,LightPass,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,433,1924373,0.034100,1595,1206,913,14326,449.545053
208,Input,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,234,1857147,0.032908,1595,1164,653,6127,282.915145
208,Update,C:\Users\Adam\source\repos\uni\CMP400-Project\src\Window\HaboobWindow.cpp,248,295639903,5.238710,1595,185354,11917,270447236,6771377.007924
